No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
7824,Antara News,@antaranews,pemerintah salurkan bantuan alat laboratorium sma unggulan,0,
7825,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan dukung studi mahasiswa negeri,0,
7826,Republika,@republikaonline,efisiensi digitalisasi laporan keuangan sekolah menekan penggunaan kertas,0,
7827,Kompas.com,@kompascom,nadiem rapor pendidikan membantu orang tua memantau mutu sekolah,0,
7828,Detik.com,@detikcom,audit bpk penggunaan dana bosp menunjukkan peningkatan kualitas,0,
7829,Antara News,@antaranews,kemendiktisaintek peserta magang merdeka mulai presentasi proyek,0,
7830,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu penanganan siswa putus sekolah,0,
7831,Republika,@republikaonline,efisiensi digitalisasi sertifikasi guru mempercepat pencairan tunjangan,0,
7832,Kompas.com,@kompascom,kemendikbudristek sekolah wajib mengalokasikan dana bos buku,0,
7833,Detik.com,@detikcom,nadiem mahasiswa mbkm harus memiliki daya saing tingkat global,0,
7834,Antara News,@antaranews,pemerintah beri bantuan dana rehab ruang kelas sd april,0,
7835,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi kebudayaan inovasi seni kreatif,0,
7836,Republika,@republikaonline,efisiensi sistem audit berhasil mempercepat pelaporan dana sekolah,0,
7837,Kompas.com,@kompascom,nadiem penggunaan dana bosp kini fleksibel gaji honorer,0,
7838,Detik.com,@detikcom,audit bpk penyaluran dana pip akurat tepat sasaran,0,
7839,Antara News,@antaranews,kemendikbudristek sekolah inklusif menjadi prioritas utama,0,
7840,CNBC Indonesia,@cnbcindonesia,sri mulyani alokasi dana pendidikan mencapai rp triliun,0,
7841,Republika,@republikaonline,efisiensi siplah berhasil menurunkan biaya pengadaan barang sekolah,0,
7842,Kompas.com,@kompascom,kemendikbudristek perubahan kebijakan seragam sekolah,0,
7843,Detik.com,@detikcom,nadiem guru penggerak kunci utama transformasi pendidikan,0,
7844,Antara News,@antaranews,pemerintah salurkan bantuan bus sekolah daerah tertinggal,0,
7845,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja pendidikan april capai rp triliun,0,
7846,Republika,@republikaonline,efisiensi pengadaan barang siplah hemat anggaran negara,0,
7847,Kompas.com,@kompascom,kemendikbudristek sekolah dilarang menahan ijazah siswa,0,
7848,Detik.com,@detikcom,nadiem pendidikan karakter fondasi utama kurikulum merdeka,0,
7849,CNBC Indonesia,@cnbcindonesia,sri mulyani penyerapan anggaran pendidikan april stabil teratur,0,
7850,Antara News,@antaranews,pemerintah salurkan bantuan alat tik sekolah april,0,
7851,WhatsApp,Grup RT,sekolah ikut karnaval mei didenda rp juta per kelas,1,
7852,Facebook,Info Beasiswa,beasiswa taiwan jalur mudik pendaftaran april tanpa berkas,1,
7853,Instagram,@cekfakta_id,video nadiem menyebut siswa wajib membeli kamus digital,1,
7854,Kompas.com,@kompascom,hardiknas kemendikbudristek usung tema bergerak lanjutkan merdeka belajar,0,
7855,Detik.com,@detikcom,nadiem makarim utbk snbt gelombang berjalan kondusif pusat utbk,0,
7856,WhatsApp,Forwarded,link subsidi uang hardiknas rp ribu guru honorer klik bit ly hardiknas,1,
7857,Facebook,Viral News,dana bos mei dialihkan membiayai perayaan ulang tahun pejabat daerah,1,
7858,X (Twitter),@PolitikUpdate,terungkap anggaran sewa artis acara hardiknas kemendikbud capai rp miliar,1,
7859,TikTok,@news_update,bahaya radiasi fingerprint absensi sekolah dapat sebabkan kerusakan syaraf,1,
7860,Instagram,@fakta_edu,siswa hadir upacara hardiknas dipotong nilai raportnya poin,1,
7861,WhatsApp,Grup RT,link pendaftaran beasiswa jalur peringatan hardiknas tanpa seleksi ijazah,1,
7862,Antara News,@antaranews,kemendikbudristek sekolah wajib membentuk satgas pencegahan kekerasan tppk,0,
7863,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pendidikan mei difokuskan sarana laboratorium smk,0,
7864,Republika,@republikaonline,efisiensi implementasi cloud computing kampus hemat biaya server rp juta,0,
7865,CNN Indonesia,@CNNIndonesia,nadiem pemerintah batalkan kenaikan ukt perguruan tinggi negeri tahun,0,
7866,Tempo.co,@tempodotco,kemendikbudristek rilis pedoman ppdb jalur zonasi tetap menjadi prioritas,0,
7867,WhatsApp,Grup Guru,link subsidi laptop hardiknas kemdikbud khusus guru pns klik bit ly,1,
7868,Facebook,Info Cepat,mulai juni kantin sekolah wajib menyediakan makanan organik mahal,1,
7869,X (Twitter),@LeakIndo,dana sertifikasi guru mei cair digunakan proyek ikn,1,
7870,Kompas.com,@kompascom,kemendikbudristek siswa lulus ukt dapat ajukan keringanan sanggah,0,
7871,Detik.com,@detikcom,audit bpk penggunaan dana pip tahap capai ketepatan sasaran,0,
7872,TikTok,@vlogger_edu,berita buruk tahun ajaran dimajukan minggu juni secara serentak,1,
7873,Instagram,@stophoax,beasiswa belanda jalur tulip mei pendaftaran tanpa syarat toefl ielts,1,
7874,WhatsApp,Grup Sekolah,iuran wajib siswa biaya perbaikan taman sekolah rp ribu per orang,1,
7875,Facebook,Kabar Guru,guru mengikuti pelatihan ai pmm diturunkan golongannya,1,
7876,X (Twitter),@EduLeaks,dokumen bocor pemerintah menghapus mata pelajaran seni budaya smp,1,
7877,YouTube,@berita_sekolah,kemendikbud resmi umumkan libur semester genap ditiadakan smk,1,
7878,Antara News,@antaranews,kemendiktisaintek mahasiswa msib angkatan mulai persiapkan presentasi akhir,0,
7879,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan alokasi gaji guru pppk mei tersedia kas daerah,0,
7880,Media Indonesia,@mediaindonesia,mendikbud revitalisasi bahasa daerah menjadi fokus literasi nasional,0,
7881,Liputan6,@liputan6dotcom,kemendikbudristek pendaftaran ppg prajabatan gelombang dibuka akhir mei,0,
7882,Republika,@republikaonline,efisiensi penggunaan sistem reporting dana bos pangkas birokrasi dinas,0,
7883,WhatsApp,Forwarded,link subsidi uang kuota hardiknas gb kemdikbud klik bit ly pulsa mei,1,
7884,Facebook,Viral News,dana pendidikan mei dialihkan subsidi bbm jelang libur panjang,1,
7885,TikTok,@news_update,bahaya menggunakan stabilo warna neon dapat menyebabkan iritasi mata permanen,1,
7886,Kompas.com,@kompascom,kemendikbudristek peserta utbk snbt wajib membawa dokumen asli ujian,0,
7887,Detik.com,@detikcom,nadiem program indonesian international student mobility awards iisma dilepas,0,
7888,Antara News,@antaranews,pemerintah salurkan alat peraga ipa madrasah tsanawiyah mei,0,
7889,CNBC Indonesia,@cnbcindonesia,sri mulyani surplus anggaran pendidikan digunakan beasiswa,0,
7890,Republika,@republikaonline,efisiensi digitalisasi kearsipan sekolah hemat anggaran gudang dokumen,0,
7891,WhatsApp,Grup Guru,iuran wajib guru bingkisan farewell kepala bidang pendidikan rp rb,1,
7892,Facebook,Info Beasiswa,beasiswa selandia tanpa tes wawancara khusus pendaftar mei,1,
7893,X (Twitter),@PolitikNews,dana bos mei macet kas negara terpakai membayar cicilan pesawat tempur,1,
7894,CNN Indonesia,@CNNIndonesia,nadiem guru honorer lolos seleksi asn pppk mulai menerima sk mei,0,
7895,Antara News,@antaranews,kemendikbudristek gelar festival film pelajar nasional siswa sma smk,0,
7896,Liputan6,@liputan6dotcom,melakukan verifikasi nilai rapor sistem ppdb secara mandiri,0,
7897,Tempo.co,@tempodotco,pemerintah tegaskan kenaikan tarif listrik fasilitas sekolah,0,
7898,Republika,@republikaonline,efisiensi pengadaan tablet pelajar siplah murah harga pasar,0,
7899,WhatsApp,Grup RT,sekolah memasang bendera merah putih selama mei didenda,1,
7900,Facebook,Kabar Guru,guru memiliki sertifikat webinar ai dapat cairkan tunjangan,1,
7901,X (Twitter),@LeakIndo,terungkap pengadaan buku kurikulum merdeka mei menggunakan kertas kualitas rendah,1,
7902,Kompas.com,@kompascom,kemendikbudristek pengumuman hasil kelulusan sma smk secara serentak mei,0,
7903,Detik.com,@detikcom,nadiem makarim rapor pendidikan kini mudah diakses mobile,0,
7904,Antara News,@antaranews,pemerintah beri bantuan bus sekolah elektrik kota besar mei,0,
7905,CNBC Indonesia,@cnbcindonesia,sri mulyani belanja pendidikan mei terserap sarpras ptn,0,
7906,Republika,@republikaonline,efisiensi integrasi dapodik dukcapil percepat verifikasi ppdb,0,
7907,WhatsApp,Forwarded,link subsidi uang perpisahan sekolah rp ribu klik bit ly lulus,1,
7908,Facebook,Info Cepat,mulai juli siswa boleh membawa tas transparan alasan keamanan,1,
7909,X (Twitter),@EduLeaks,dokumen rahasia status guru tetap yayasan dihapus mulai tahun,1,
7910,Kompas.com,@kompascom,kemendikbudristek simak jadwal aturan pendaftaran utbk snbt gelombang ii,0,
7911,Detik.com,@detikcom,nadiem smk pusat keunggulan harus menjadi penggerak ekonomi daerah,0,
7912,TikTok,@news_update,bahaya radiasi sinyal wi fi sekolah dapat menyebabkan rambut siswa rontok,1,
7913,Instagram,@faktakita,mahasiswa penerima beasiswa wajib membeli laptop koperasi kampus,1,
7914,LinkedIn,Analis Publik,efisiensi anggaran pendidikan program berbagi fasilitas antar sekolah,0,
7915,Antara News,@antaranews,kemendiktisaintek mahasiswa program pertukaran merdeka mulai kampus,0,
7916,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja fungsi pendidikan jalur apbn,0,
7917,Media Indonesia,@mediaindonesia,mendikbud kurikulum merdeka memberikan ruang eksplorasi minat siswa,0,
7918,Liputan6,@liputan6dotcom,kemendikbudristek sekolah dilarang memungut biaya perpisahan memberatkan,0,
7919,Republika,@republikaonline,efisiensi sistem siplah berhasil menurunkan biaya pengadaan atk sekolah,0,
7920,Kompas.com,@kompascom,nadiem pemanfaatan dana bosp kini dapat digunakan sewa internet,0,
7921,Detik.com,@detikcom,audit bpk penyaluran dana sertifikasi guru tahap tepat,0,
7922,Antara News,@antaranews,pemerintah salurkan bantuan alat olahraga smp daerah,0,
7923,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu riset ketahanan pangan nasional,0,
7924,Republika,@republikaonline,kemendikbudristek hapus kewajiban laporan fisik guru penggerak mei,0,
7925,Kompas.com,@kompascom,kemendikbudristek sekolah inklusif wajib sediakan fasilitas ramah disabilitas,0,
7926,Detik.com,@detikcom,nadiem kurikulum merdeka menurunkan beban administrasi guru secara signifikan,0,
7927,Antara News,@antaranews,pemerintah salurkan bantuan dana sarpras sekolah dasar mei,0,
7928,CNBC Indonesia,@cnbcindonesia,sri mulyani alokasi dana pendidikan tetap menjadi prioritas utama,0,
7929,Republika,@republikaonline,efisiensi pengadaan laptop pelajar katalog elektronik hemat anggaran,0,
7930,Kompas.com,@kompascom,nadiem makarim vokasi berperan penting membangun tenaga kerja ahli,0,
7931,Detik.com,@detikcom,audit bpk efisiensi pengadaan alat praktik smk meningkat,0,
7932,Antara News,@antaranews,kemendikbudristek luncurkan program sastra masuk kurikulum mei,0,
7933,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja fungsi pendidikan mei mencapai target,0,
7934,Republika,@republikaonline,efisiensi aplikasi srikandi berhasil kurangi penggunaan kertas dinas,0,
7935,Kompas.com,@kompascom,kemendikbudristek pendaftaran utbk snbt berlangsung lancar,0,
7936,Detik.com,@detikcom,nadiem kolaborasi guru pmm mempercepat pemerataan kualitas pendidikan,0,
7937,Antara News,@antaranews,pemerintah salurkan paket buku bacaan bermutu sekolah terpencil,0,
7938,CNBC Indonesia,@cnbcindonesia,sri mulyani penyerapan dana pip mei proyeksi kemenkeu,0,
7939,Republika,@republikaonline,efisiensi digitalisasi database guru pangkas pengurusan pensiun,0,
7940,Kompas.com,@kompascom,kemendikbudristek beri penghargaan sekolah literasi terbaik,0,
7941,Detik.com,@detikcom,nadiem inovasi pembelajaran guru meningkat fitur pmm,0,
7942,Antara News,@antaranews,pemerintah salurkan bantuan alat laboratorium sma unggulan mei,0,
7943,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan dukung mahasiswa studi negeri,0,
7944,Republika,@republikaonline,efisiensi digitalisasi laporan keuangan sekolah tekan penggunaan kertas,0,
7945,Kompas.com,@kompascom,nadiem rapor pendidikan membantu wali murid pantau mutu sekolah anak,0,
7946,Detik.com,@detikcom,audit bpk penggunaan dana bosp tunjukkan peningkatan akuntabilitas,0,
7947,Antara News,@antaranews,kemendiktisaintek mahasiswa magang merdeka mulai sidang laporan akhir,0,
7948,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu penanganan siswa putus sekolah,0,
7949,Republika,@republikaonline,efisiensi digitalisasi sertifikasi guru mempercepat pencairan tunjangan,0,
7950,Kompas.com,@kompascom,kemendikbudristek sekolah wajib alokasikan dana bos penguatan perpustakaan,0,
7951,Detik.com,@detikcom,nadiem mahasiswa mbkm harus memiliki daya saing tinggi pasar kerja,0,
7952,Antara News,@antaranews,pemerintah beri bantuan dana rehab ruang kelas sd bulan mei,0,
7953,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi kebudayaan dukung inovasi seni komunitas,0,
7954,Republika,@republikaonline,efisiensi sistem audit berhasil mempercepat verifikasi dana sekolah,0,
7955,Kompas.com,@kompascom,nadiem penggunaan dana bosp kini fleksibel operasional ekstrakurikuler,0,
7956,Detik.com,@detikcom,audit bpk penyaluran dana pip akurat sistem,0,
7957,Antara News,@antaranews,kemendikbudristek sekolah inklusif menjadi prioritas pembangunan sarana,0,
7958,CNBC Indonesia,@cnbcindonesia,sri mulyani alokasi dana fungsi pendidikan mencapai rp triliun,0,
7959,Republika,@republikaonline,efisiensi siplah berhasil menurunkan biaya pengadaan barang sekolah,0,
7960,Kompas.com,@kompascom,kemendikbudristek perubahan kebijakan terkait seragam nasional,0,
7961,Detik.com,@detikcom,nadiem guru penggerak menjadi kunci transformasi pembelajaran kelas,0,
7962,Antara News,@antaranews,pemerintah salurkan bantuan bus sekolah kabupaten tertinggal,0,
7963,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja pendidikan mei mencapai rp triliun,0,
7964,Republika,@republikaonline,efisiensi pengadaan alat tik katalog elektronik hemat anggaran negara,0,
7965,Kompas.com,@kompascom,kemendikbudristek sekolah dilarang menahan ijazah siswa lulus,0,
7966,Detik.com,@detikcom,nadiem pendidikan karakter fondasi utama kurikulum merdeka,0,
7967,Antara News,@antaranews,pemerintah salurkan bantuan alat tik sekolah akhir mei,0,
7968,CNBC Indonesia,@cnbcindonesia,sri mulyani penyerapan anggaran pendidikan mei tetap stabil terkendali,0,
7969,WhatsApp,Forwarded,link subsidi baju seragam gratis kemdikbud klik bit ly seragam mei,1,
7970,Facebook,Viral News,dana bos mei dialokasikan membeli suplemen vitamin pejabat daerah,1,
7971,X (Twitter),@LeakIndo,terungkap dana rehab laboratorium rp miliar dikorupsi vendor,1,
7972,TikTok,@vlogger_edu,mulai juni jam masuk sekolah dimajukan menjadi pukul secara nasional,1,
7973,Instagram,@cekfakta_id,video nadiem menyebut guru diganti robot tahun,1,
7974,WhatsApp,Grup Sekolah,biaya pengadaan meja kursi rp ribu per siswa wajib membayar mei,1,
7975,Facebook,Info Beasiswa,beasiswa korea selatan jalur mei ceria pendaftaran tanpa paspor,1,
7976,X (Twitter),@PolitikNews,dana sertifikasi guru mei macet digunakan membayar buzzer negara,1,
7977,TikTok,@news_update,bahaya menulis pulpen tinta merah dapat menyebabkan penyakit kulit,1,
7978,Instagram,@faktakita,siswa membeli kaos hardiknas koperasi dihukum,1,
7979,WhatsApp,Forwarded,link subsidi uang saku mahasiswa mei rp ribu klik bit ly mhs mei,1,
7980,Facebook,Kabar Guru,guru sering share link berita politik dicabut sertifikasinya,1,
7981,X (Twitter),@EduLeaks,dokumen bocor pemerintah menghapus status kepegawaian guru honorer,1,
7982,YouTube,@berita_sekolah,kemendikbud resmi hapus mata pelajaran bahasa inggris tingkat sd,1,
7983,WhatsApp,Grup RT,sekolah mengadakan bakti sosial mei kena denda administratif,1,
7984,Facebook,Viral News,dana pendidikan mei dipotong menutup hutang kereta cepat,1,
7985,X (Twitter),@LeakIndo,terungkap jutaan tablet bantuan sekolah memiliki bug penyadapan,1,
7986,TikTok,@vlogger_edu,mulai juli libur hari sabtu resmi dihapus mengejar kurikulum merdeka,1,
7987,Instagram,@cekfakta_id,video nadiem menyebut siswa wajib membeli gadget semester,1,
7988,WhatsApp,Grup Sekolah,iuran wajib guru paket parsel farewell pengawas rp ribu,1,
7989,Facebook,Info Cepat,beasiswa jerman jalur khusus mei pendaftaran tanpa ijazah asli,1,
7990,X (Twitter),@PolitikUpdate,dana rehab sekolah rp miliar hilang investasi saham bodong,1,
7991,TikTok,@news_update,bahaya menggunakan penghapus karet hitam dapat sebabkan iritasi paru,1,
7992,Instagram,@faktakita,mahasiswa kip kuliah wajib menyerahkan foto rumah cairkan dana,1,
7993,WhatsApp,Forwarded,link subsidi uang transportasi sekolah rp ribu klik bit ly transport,1,
7994,Facebook,Kabar Guru,guru sering mengupload konten tiktok sekolah diberhentikan,1,
7995,X (Twitter),@EduLeaks,dokumen rahasia kurikulum merdeka diganti kurikulum juli,1,
7996,YouTube,@berita_sekolah,kemendikbud resmi hapus seragam putih abu abu mulai tahun ajaran,1,
7997,WhatsApp,Grup Sekolah,biaya administrasi pengaktifan kartu pelajar rp ribu harus tunai,1,
7998,Facebook,Viral News,dana pendidikan mei dialirkan subsidi minyak goreng curah nasional,1,
7999,X (Twitter),@LeakIndo,terungkap dana pengadaan laboratorium sekolah barang rekondisi,1,
8000,TikTok,@vlogger_edu,mulai agustus jam istirahat menit fokus pengerjaan tugas,1,
8001,Instagram,@cekfakta_id,video nadiem menyebut siswa wajib membayar pajak pendidikan mulai juni,1,
8002,WhatsApp,Grup Guru,iuran wajib guru dana hibah pembangunan gedung dinas rp ribu,1,
8003,Facebook,Info Beasiswa,beasiswa taiwan jalur hardiknas pendaftaran mei tanpa berkas ijazah,1,
8004,Kompas.com,@kompascom,pengumuman hasil utbk snbt simak cek link resminya,0,
8005,Detik.com,@detikcom,nadiem peserta lolos snbt wajib melakukan registrasi ulang ptn tujuan,0,
8006,WhatsApp,Forwarded,link subsidi uang syukuran kelulusan rp ribu siswa sma klik bit ly,1,
8007,Facebook,Viral News,dana bos juni dipotong biaya pengamanan pilkada serentak,1,
8008,X (Twitter),@PolitikUpdate,terungkap anggaran sewa gedung wisuda kemendikbud hotel mewah rp miliar,1,
8009,TikTok,@news_update,bahaya mencetak ijazah kertas foto dapat menyebabkan kanker paru,1,
8010,Instagram,@fakta_edu,siswa menghadiri acara wisuda dilarang mengambil ijazah asli,1,
8011,WhatsApp,Grup RT,link pendaftaran beasiswa jalur libur semester tanpa seleksi berkas,1,
8012,Antara News,@antaranews,kemendikbudristek ppdb jalur zonasi menggunakan data dukcapil,0,
8013,CNBC Indonesia,@cnbcindonesia,sri mulyani anggaran pip tahap ii mulai disalurkan juta siswa,0,
8014,Republika,@republikaonline,efisiensi digitalisasi ijazah ijazah pangkas biaya cetak rp miliar,0,
8015,CNN Indonesia,@CNNIndonesia,nadiem sekolah dilarang mewajibkan acara wisuda memberatkan orang tua,0,
8016,Tempo.co,@tempodotco,kemendikbudristek pastikan portal snpmb siap melayani unduh sertifikat utbk,0,
8017,WhatsApp,Grup Guru,link subsidi uang liburan guru honorer kemdikbud klik bit ly libur guru,1,
8018,Facebook,Info Cepat,mulai juli siswa wajib membeli buku paket seharga rp juta per mapel,1,
8019,X (Twitter),@LeakIndo,dana tpg juni dialihkan subsidi harga tiket pesawat mudik pejabat,1,
8020,Kompas.com,@kompascom,kemendikbudristek sekolah harus transparan penentuan kuota ppdb,0,
8021,Detik.com,@detikcom,audit bpk penyerapan dana bosp tahap mencapai target efisiensi,0,
8022,TikTok,@vlogger_edu,berita buruk tahun ajaran dimulai juli tanpa adanya libur semester,1,
8023,Instagram,@stophoax,beasiswa kanada jalur summer june tanpa syarat sertifikat bahasa inggris,1,
8024,WhatsApp,Grup Sekolah,iuran wajib siswa biaya kenang kenangan guru pensiun rp ribu,1,
8025,Facebook,Kabar Guru,guru mengisi jurnal libur pmm ditunda gaji bulannya,1,
8026,X (Twitter),@EduLeaks,dokumen bocor pemerintah menghapus mapel sejarah kurikulum,1,
8027,YouTube,@berita_sekolah,kemendikbud resmi umumkan sabtu minggu tetap masuk siswa smk,1,
8028,Antara News,@antaranews,kemendiktisaintek kuota kip kuliah jalur seleksi mandiri tersedia,0,
8029,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan kenaikan gaji guru pppk cair tahun ajaran,0,
8030,Media Indonesia,@mediaindonesia,mendikbud pmm membantu guru berbagi praktik baik pembelajaran kelas,0,
8031,Liputan6,@liputan6dotcom,kemendikbudristek pendaftaran ppg jabatan diperpanjang,0,
8032,Republika,@republikaonline,efisiensi digitalisasi laporan bos menghemat administrasi guru,0,
8033,WhatsApp,Forwarded,link subsidi paket internet pelajar juni gb klik bit ly internet juni,1,
8034,Facebook,Viral News,dana pendidikan juni dialirkan subsidi harga gula minyak goreng,1,
8035,TikTok,@news_update,bahaya menghirup aroma buku dapat sebabkan penurunan daya ingat,1,
8036,Kompas.com,@kompascom,kemendikbudristek portal akun snpmb tutup permanen unduh sertifikat,0,
8037,Detik.com,@detikcom,nadiem program kampus mengajar berhasil tingkatkan literasi daerah,0,
8038,Antara News,@antaranews,pemerintah salurkan bantuan meja kursi sekolah dasar juni,0,
8039,CNBC Indonesia,@cnbcindonesia,sri mulyani belanja fungsi pendidikan juni difokuskan sarpras perguruan tinggi,0,
8040,Republika,@republikaonline,efisiensi anggaran katalog tekan harga pengadaan laptop sekolah,0,
8041,WhatsApp,Grup Guru,iuran wajib guru sewa bus acara gathering dinas rp ribu per orang,1,
8042,Facebook,Info Beasiswa,beasiswa swiss tanpa tes toefl khusus pendaftaran bulan juni,1,
8043,X (Twitter),@PolitikNews,dana bos juni macet kas negara terpakai membayar bunga hutang,1,
8044,CNN Indonesia,@CNNIndonesia,mendikbud sekolah wajib laporkan hasil evaluasi kurikulum merdeka juni,0,
8045,Antara News,@antaranews,kemendikbudristek gelar pelatihan konten edukasi guru smk,0,
8046,Kompas.com,@kompascom,simak jadwal aturan pendaftaran ppdb dki jakarta jalur prestasi,0,
8047,Detik.com,@detikcom,nadiem dana indonesiana dukung ribuan budayawan berkreasi sepanjang,0,
8048,Antara News,@antaranews,pemerintah beri beasiswa unggulan mahasiswa berprestasi nasional,0,
8049,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan capai nilai tertinggi sejarah,0,
8050,Republika,@republikaonline,efisiensi digitalisasi sertifikat pelatihan pangkas biaya distribusi logistik,0,
8051,WhatsApp,Grup Sekolah,biaya pengadaan map ijazah eksklusif rp ribu per siswa wajib membayar,1,
8052,Facebook,Kabar Guru,guru sering update status jam sekolah dicabut tunjangannya,1,
8053,X (Twitter),@LeakIndo,terungkap laptop bantuan kemendikbud juni menggunakan os ilegal,1,
8054,Kompas.com,@kompascom,kemendikbudristek sertifikasi guru triwulan ii mulai masuk tahap validasi,0,
8055,Detik.com,@detikcom,nadiem makarim platform merdeka mengajar kini memiliki fitur kepsek,0,
8056,Antara News,@antaranews,pemerintah bangun ruang kelas wilayah terpencil juni,0,
8057,CNBC Indonesia,@cnbcindonesia,sri mulyani alokasi pip ditambah mengurangi angka putus sekolah,0,
8058,Republika,@republikaonline,efisiensi sistem siplah berhasil menurunkan harga barang sekolah nasional,0,
8059,LinkedIn,Analis Publik,efisiensi anggaran pendidikan sistem pengadaan barang pintu,0,
8060,Kompas.com,@kompascom,nadiem rapor pendidikan membantu sekolah menentukan prioritas belanja alat tik,0,
8061,Detik.com,@detikcom,audit bpk penggunaan dana bosp menunjukkan peningkatan transparansi,0,
8062,Antara News,@antaranews,kemendikbudristek pendaftaran beasiswa pendidikan indonesia dibuka juni,0,
8063,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan dana pendidikan tetap aman perubahan apbn,0,
8064,Media Indonesia,@mediaindonesia,mendikbud pendidik harus menjadi fasilitator inovatif era digital,0,
8065,Liputan6,@liputan6dotcom,kemendikbudristek sekolah dihimbau rayakan kelulusan sederhana,0,
8066,Republika,@republikaonline,efisiensi katalog elektronik sektoral menghemat biaya pengadaan buku paket,0,
8067,Kompas.com,@kompascom,kemendikbudristek peserta utbk boleh memilih program studi berbeda,0,
8068,Detik.com,@detikcom,nadiem inovasi pembelajaran guru meningkat komunitas belajar pmm,0,
8069,Antara News,@antaranews,pemerintah salurkan bantuan dana rehab sekolah pasca bencana juni,0,
8070,CNBC Indonesia,@cnbcindonesia,sri mulyani realisasi belanja fungsi pendidikan juni target bulanan,0,
8071,Republika,@republikaonline,efisiensi digitalisasi sertifikasi pangkas jalur birokrasi daerah terpencil,0,
8072,Kompas.com,@kompascom,nadiem makarim vokasi berperan penting membangun kemandirian ekonomi,0,
8073,Detik.com,@detikcom,audit bpk efisiensi pengadaan laptop pelajar meningkat tahun,0,
8074,Antara News,@antaranews,kemendikbudristek pangkas birokrasi laporan aplikasi terintegrasi juni,0,
8075,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu ribuan mahasiswa kuliah gratis,0,
8076,Republika,@republikaonline,kemendikbudristek hapus kewajiban laporan fisik guru penggerak juni,0,
8077,Kompas.com,@kompascom,kemendikbudristek beri beasiswa siswa berprestasi olimpiade sains juni,0,
8078,Detik.com,@detikcom,nadiem program msib berhasil hubungkan mahasiswa industri global,0,
8079,Antara News,@antaranews,pemerintah salurkan bantuan alat olahraga sekolah akhir juni,0,
8080,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan capai target pertumbuhan investasi,0,
8081,Republika,@republikaonline,efisiensi sistem rapor pangkas biaya distribusi logistik kertas nasional,0,
8082,Kompas.com,@kompascom,nadiem kesejahteraan guru prioritas utama kebijakan asn,0,
8083,Detik.com,@detikcom,audit bpk penyaluran dana sertifikasi guru akurat transparan,0,
8084,Antara News,@antaranews,kemendiktisaintek mahasiswa magang merdeka mulai melakukan onboarding,0,
8085,CNBC Indonesia,@cnbcindonesia,sri mulyani pastikan anggaran pendidikan juni terserap gaji pppk,0,
8086,Republika,@republikaonline,efisiensi digitalisasi sertifikat pelatihan guru hemat kertas jutaan lembar,0,
8087,Kompas.com,@kompascom,kemendikbudristek sekolah inklusif wajib menerima siswa berkebutuhan khusus,0,
8088,Detik.com,@detikcom,nadiem kurikulum merdeka terbukti mengurangi beban administrasi guru kelas,0,
8089,Antara News,@antaranews,pemerintah salurkan bantuan dana sarpras sekolah dasar juni,0,
8090,CNBC Indonesia,@cnbcindonesia,sri mulyani dana abadi pendidikan membantu riset inovasi vaksin nasional,0,
8091,Republika,@republikaonline,efisiensi katalog elektronik sektoral berhasil menghemat anggaran alat tik,0,
8092,Kompas.com,@kompascom,nadiem makarim vokasi berperan penting hilirisasi industri nasional,0,
8093,Detik.com,@detikcom,audit bpk efisiensi pengadaan alat praktik smk meningkat juni,0,
8094,Antara News,@antaranews,kemendikbudristek luncurkan panduan pencegahan kekerasan seksual sekolah,0,
8095,CNBC Indonesia,@cnbcindonesia,sri mulyani reformasi birokrasi kemendikbudristek berhasil hemat anggaran,0,
8096,Republika,@republikaonline,efisiensi aplikasi srikandi pangkas biaya atk dinas pendidikan,0,
8097,Kompas.com,@kompascom,kemendikbudristek portal akun snpmb tutup tepat unduh data,0,
8098,Detik.com,@detikcom,nadiem transformasi digital pendidikan indonesia diapresiasi lembaga dunia,0,
8099,Antara News,@antaranews,pemerintah salurkan paket buku cerita perpustakaan desa juni,0,
8100,CNBC Indonesia,@cnbcindonesia,sri mulyani penyerapan dana pip juni proyeksi pemerintah,0,
8101,Republika,@republikaonline,efisiensi digitalisasi database guru pangkas jalur birokrasi pensiun dini,0,
